doc_id,permit_num,code,tier,score,name,description,reasons
4535634,20-02145-RNVS,RNVS,review,78,5909 St Claude - RCC Stamped MINUS MEP SET.pdf,"Interior gut and renovation of existing building to accommodate senior housing apartments and museum exhibition space, a new addition to include elevator and egress stair, and site improvements such as landscaping and parking lot as per plans.",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
4604011,20-39496-RNVS,RNVS,review,78,5705 Magazine St. Permit Set - Structural.pdf,"Annex Structure at 5705 with roof replacement, minor wall height extension, and minor building extension. New front Façade, White-box, semi-finished interiors in anticipation of receiving future tenant build out Extend permit (3) 180 day periods to 1-12-23.",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
5711750,21-31040-RNVS,RNVS,review,78,22_0829_RAMPART ST_PLUMBING RISER and FLOOR PLAN.pdf,"The renovation to a two story building at 1434 N. Rampart Street, New Orleans . The previous use of the building was believe to be a automotive upholstery shop, and then later becoming a medical center. The building has been vacant for 20 years and the proposed use would be a Art studio and Gallery, with an office on the ground floor. The building is located in the Historic Marigny/Treme/Bywater Commercial Districts/HMC-2, which permits the use of an Art Studio, Gallery, and Office under section 10.2.A in the New Orleans Comprehensive Zoning Ordinance.",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
5306186,21-35811-RNVS,RNVS,review,78,The Bonsai Hotel Permit Set 12 23 21-STRUCTURAL-FS.pdf,"A ground floor tenant build-out of a 42 guestroom hotel and ancillary standard restaurant including all mechanical, electrical, plumbing, and fire-suppression as required for the intended uses. MEP ROUGH IN AND FRAMING RELEASE ISSUED ON 6-6-22",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
5380571,22-05581-RNVS,RNVS,review,78,934 Canal St Permit Set - Plumbing (5 shts).pdf,HDLC REVIEW UNDER SEPARATE APPLICATION. REF. CODE: SVGBTP RENOVATION OF AN EXISTING FOUR STORY BUILDING FROM AN UNOCCUPIED LEASE SPACE TO A GREY BOX SPACE LEASE SPACE ON FIRST FLOOR & R-1 HOTEL ON PORTION OF FIRST FLOOR AND ALL UPPER FLOORS.,plan signal but mixed/noisy filename | relevant permit scope | renovation permit
5645579,22-22320-RNVS,RNVS,review,78,1620 MLK MEP Permit Set 07-13-22.pdf,Conversion of a historic three story office into a 24 bedroom boutique hotel. All work to be done as per plans. **FINAL INSPECTION** NEED FEMA ELEVATION CERTIFICATE BFE +5.2 NAVD **Openings on the Property Line Require Fire Protection Approved By the CBO*,plan signal but mixed/noisy filename | relevant permit scope | renovation permit
6087644,23-10186-RNVS,RNVS,review,78,604 Baronne Mech Permit Set 04-14-23.pdf,"Renovation of a historic structure into a mixed use, business and apartment building.",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
6444781,23-28966-RNVS,RNVS,review,78,415 LAFAYETTE ST HVAC UNIT PERMIT SET.pdf,INSTALLATION OF NEW HVAC UNIT ON THE ROOF OF HOTEL LOCATED AT 415 LAFAYETTE STREET. THE WORK WILL INCLUDE THE INSTALLATION OF THE NEW HVAC UNIT AS WELL AS NEW DUCT WORK CONNECTING THE UNIT INTO THE EXISTING BUILDING AT FLOORS 1 THROUGH 4.,plan signal but mixed/noisy filename | relevant permit scope | renovation permit
7465572,24-07959-RNVS,RNVS,review,78,439 Royal - VCC and RCC Stamped - structural repair NO RAIL.pdf,"Stabilize and repair structural concerns around corner door per attached engineers recommendations. Address VCC violations: remove unpermitted vent from Royal side wall patch stucco and paint to match, replace light fixtures under balcony, replace downspout to match repair/replace balcony decking as needed to match. Existing rail extension to be removed, new rail extension and new tension cable to be added to historic railing. All work to be done as per plans.",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
7253399,24-14124-RNVN,RNVN,review,78,N23-021 Trader Joes NO MEP Permit Set.pdf,Tenant Build Out for a new grocery store (INTERIOR BUILDOUT ONLY UNDER THIS PERMIT) (BUILDING WILL BE CONSTRUCTED UNDER 24-01393-NEWC) TEMPORARY CERTIFICATE OF OCCUPANCY (until parking area zoning deficiencies are satisfied) FINAL CERTIFICATE OF OCCUPANCY ISSUED 9-14-25,plan signal but mixed/noisy filename | relevant permit scope | renovation permit
7415021,24-22416-RNVS,RNVS,review,78,"N24-016 Geautreaux s Restaurant Expansion MEP Permit Set, incl. SWBNO-approved PRD (RCC).pdf","Renovations and small addition to an existing one story commercial space adjunct to the existing restaurant Gautreau's. This total 1,253 s.f. project consists of two ADA-ABA compliant restrooms, a 224 s.f Kitchen expansion, a 685 s.f Dining Area and a 190 s.f. holding bar. RESUB MUST BE FINALIZED PRIOR TO C OF O",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
7447848,24-23757-RNVN,RNVN,review,78,Starbucks at Rouses New Orleans State Fire Approved Drawings RISER PAGE 20 (RCC stamped).pdf,Renovation of existing coffee bar inside Rouses Market to Starbucks coffee bar,plan signal but mixed/noisy filename | relevant permit scope | renovation permit
7591822,24-29819-RNVS,RNVS,review,78,Ideal Gas Station Architectural MEP Set_9-20-2024.pdf,"The scope of work consists of structurally renovating an existing convenience store building, renovating the pump island fascias, and installing new signage. The existing building will be about 50% partially demolished by removing the existing roof framing and some interior non-load-bearing walls. An addition to increase the Convenience Store sales area will be constructed on the left side of the building and a new corrugated metal roof will be constructed. The existing CMU walls will remain in place. A knee wall will be built to raise the ceiling height from 9 feet to 14 feet. The old shed building on the left side will be removed to allow for the addition to the existing Convenience Store. New landscaping and sidewalk repair is proposed. Existing fuel pumps will remain. No new pumps will be installed. The owner is only painting the columns and repairing the canopy ceilings and replacing the fascia with new metal panels and new signage.",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
7591987,24-29834-RNVS,RNVS,review,78,240930 Signature Bar - Electrical Tech AV (RCC stamped).pdf,INTERIOR RENOVATION OF EXISTING CASINO TO PROVIDE A NEW SIGNATURE BAR.,plan signal but mixed/noisy filename | relevant permit scope | renovation permit
7781092,24-30408-RNVS,RNVS,review,78,3003SCarrollton_Plumbing_AW_MR (SWBNO backflow approved) - RCC stamped.pdf,"Change of Use and renovation of an existing Catholic Book Store into a Pediatric Dentist Office *FINAL INSPECTION* BBSA approved 10.19,2024. Requirements include flood damage-resistant materials; elevated M&E; backwater valve",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
7795832,24-31391-RNVS,RNVS,review,78,VCC_2024.12.19 - STAMPED APPROVED - Building Renovation and Rooftop Mechanical (RCC stamped).pdf,"Prep suite for future tenant white box turn over-- Scope or work includes: • 1st Floor: o Complete interior demolition and removal of finishes on 1st floor except restrooms, janitor closet and electrical panels. o Removal of existing ATM and replacement of French doors (already reviewed by VCC Ref # HG784Y). o Prep suite for future tenant white box turn over. o Existing HVAC, electrical and sprinkler system to be modified for reduced layout. • 2nd Floor: o Complete interior demolition and removal of finishes on 2nd floor. o Prep suite for future tenant white box turn over. o Build new ADA restrooms (new ACT ceiling and ADA plumbing fixtures). o Build 2-hour demising wall. o Install new roof access ladder and hatch. o Existing HVAC, electrical and sprinkler system to be modified for reduced layout. • Roof: o Remove portions of existing ductwork. o Install new condensing unit. o Install new roof access hatch.",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
7697793,24-31491-RNVS,RNVS,review,78,Electrical permit set.pdf,Interior buildout consisting of expansion of first floor bar (assembly use) into first floor dwelling unit. Exterior work limited to placement of HVAC units on the roof.,plan signal but mixed/noisy filename | relevant permit scope | renovation permit
7977108,24-32465-RNVS,RNVS,review,78,HDLC Approved__New Exterior Structural Tiebacks (RCC stamped).pdf,Replacing failed structural members at the roof above the architects studio as per plans,plan signal but mixed/noisy filename | relevant permit scope | renovation permit
7848543,24-35922-RNVN,RNVN,review,78,Floor Plan Riser Diagrams.pdf,"Interior tenant fit out of retail lighting store. All structure beams, joists, columns, etc. to remain. Existing storefront and glazing system to remain, to be patched and repaired and to be refinished. Electrical service is existing to remain. Existing mechanical equipment and unit to remain. New internal non rated partitions to be installed. Installation of wall graphics, area rugs, and paint. New showroom area and back room lighting layout. New showroom millwork and back room fixtures to be installed. New water line for new bottleless water cooler and mop sink. New lit external signage to be installed. TEMPORARY CERTIFICATE OF OCCUPANCY GRANTED for RETAIL SPACE FINAL CERTIFICATE OF ISSUED 11-26-2025",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
8311424,25-10694-RNVS,RNVS,review,78,State Fire Stamped Plans.pdf,"Restaurant tenant finish. Tenant Improvement work for a fast-casual restaurant with a dining room, commercial kitchen, restrooms, HVAC, lighting, and an outdoor dining patio area.",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
8752897,25-17379-RNVS,RNVS,review,78,Backflow Approved Plan 202506_1216 Bienville_P201 Rev 1_AW.pdf,Renovation of historic mixed use building to a new mixed use building with a single apartment above a restaurant below. 6/26/25 BBSA approval waives BFE: Requires use of flood damage-resistant materials; elevate M&E above +1.27 NAVD,plan signal but mixed/noisy filename | relevant permit scope | renovation permit
8398984,25-23283-RNVS,RNVS,review,78,2139 Dauphine Street - Canopy Structural Permit Set 2025-07-31 (RCC).pdf,Structural renovation permit requested to repair wood-frame canopy over Elysian Fields Avenue balcony per HDLC Demolition by Neglect violation dated 11/11/21.,plan signal but mixed/noisy filename | relevant permit scope | renovation permit
8502233,25-27326-RNVS,RNVS,review,78,09-05-25 TOSC PERMIT SET 2 of 2 (riser page 4).pdf,"The project is a renovation of the existing Touro outpatient surgery center. The three existing ORs & adjacent support rooms are not within this projects scope and will remain as is. Project consists of waiting room, 3 new ORs, 6 Pre-Op cubicles, 9 post-Op bays, & support spaces.",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
9117637,26-08320-RNVS,RNVS,review,78,260319 - 4201 Tulane - Permit Set - Plumbing Riser ONLY.pdf,"A renovation of an existing 2-story structure into leased tenant spaces for artists and craftspeople. The previous phase of construction, for the exterior envelope and structure, was permitted under permit #21-22920-RNVS",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
9329916,26-09951-RNVS,RNVS,review,78,M202A - SECOND FLOOR PLAN A - riser diagram.pdf,"LIMITED RENOVATION TO EXISTING SCHOOL BUILDING W/ NO ADDITIONAL FLOOR AREA OR CHANGE OF USE PROPOSED. PROJECT INCLUDES RE-PARTITIONING OF MULTIPLE CLASSROOMS, OFFICES, AND A MEDIA ROOM INTO RECONFIGURED CLASSROOMS, BREAKOUT ROOMS (SMALL MEETING ROOMS) AND VOCATIONAL SPACES.",plan signal but mixed/noisy filename | relevant permit scope | renovation permit
3750921,17-35590-RNVS,RNVS,review,73,Plan review design revision letter_181115.pdf,"Renovate and construct 1662 sq ft 2nd story addition to existing 1662 sq ft vacant building as a 2-family dwelling as per plans, [1801-03] ***13D sprinkler system shall be installed",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4408455,17-41879-RNVS,RNVS,review,73,827 Canal St HDLC approved storefront shop drawings.pdf,Facade Renovation & interior renovation of 2nd and 3rd floors for future apartments.,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
3371385,18-13316-RNVS,RNVS,review,73,2016_10_26 Campus Development Plan.pdf,Renovate vacant commercial space as Elementary school as per plans.,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
3726417,18-31705-RNVS,RNVS,review,73,Base Flood elevation Old Gentilly Hwy 14601 (Folgers Loadout Bldg- Construction Drawings).pdf,Extension of existing packing building to house new packing equipment as per plans. (Whole Roast Load Out Building). Requesting Foundation Release.,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
3653046,18-32924-RNVN,RNVS,review,73,Proposed Plan.pdf,"renovation to existing property - updating electrical, plumbing, HVAC, replacing drywall, cabinets, counter tops, floors, framing",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
3691842,18-37799-RNVS,RNVS,review,73,4.15212-XLandscape PlanJT 110718 Modified-Grading Plan.pdf,Renovation,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4018053,19-01081-RNVS,RNVS,review,73,4301 St. Charles_Construction Drawings.pdf,Renovation and addition to existing school building per plans.,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
3785975,19-02743-RNVS,RNVS,review,73,Stamped Engineering Plan - 1000 Girod St 4B.pdf,Tenant build-out to convert a vacant 1020 sq ft white-box space into an ice cream shop as per plans. For Aqua-S in Suite 104B,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
3850553,19-07111-RNVS,RNVS,review,73,Engineering Plan - 2900 LaSalle St.pdf,"Renovation and addition to existing grocery store as per plans. 1/14/2022: Permit extended for 6 months Permit extended (2) 180 day periods until June 21, 2025",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4614722,19-09000-RNVS,RNVS,review,73,Bldg App and SFM Docs Plan Review.pdf,"Repairs to existing single story, mixed use building as per plans. No use and occupancy this permit.",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4286186,19-16226-RNVS,RNVS,review,73,CU approval plans.pdf,2-story addition to existing mini-warehouse facility including site exterior modifications and minimal interior modifications to the existing facility as per plans.,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4250025,19-20623-RNVS,RNVS,review,73,Plans approval- Coffee Cake Comfort.PDF,"Renovation to convert residential space to commercial for a Specialty Restaurant. Scope of work to include relocating gas, plumbing,electrical and handicap ramp. Extend permit ot 12/11/21.",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4433003,19-25216-RNVS,RNVS,review,73,HDLC Approved__934 Canal Street Drawings and Lighting.pdf,Renovation and Addition of historic building as per plans. Hotel floors 2-5; whitebox for tenant on ground. Permit #19-25216 is now cleared for stormwater approval conditioned on the payment fee - in lieu of stormwater improvements as detailedin Review Comments for related permit #19-25214. Contractor should be reminded to implement the SWPPP before construction begins.,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4222827,19-30769-RNVS,RNVS,review,73,208 Chartes plan.pdf,Structural renovation to a commercial building. Scope of work includes replacing vinyl window to wood window in dormer and shingle side of dormer,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4445200,19-31035-RNVS,RNVS,review,73,PLAN REVIEW COMMENTS.pdf,Historic renovation of existing vacant building into new business/mercantile on the first floor and apartments on the second and third floors.,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
7902437,19-37120-RNVS,RNVS,review,73,250207-1515 POYDRAS - PLAN REVIEW COMMENTS-RESPONSES.pdf,"Conversion of existing commercial mixed use office building to commercial mixed use with 430 commercial short term rentals, apartments for rent, condominiums for sale, office and business use with 11,965 added on top of existing garage structure for exterior amenity purposes.",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4440148,20-00008-RNVS,RNVS,review,73,Plan Review 1315 Gravier.pdf,"Remove east building including skin/glass, framing, drywall, roof system,, roof deck, MEP, sprinkler, concrete slab, and up to 8 steel columns and beams with associated clips and accessories. Remove stairs/rails, interior/exterior finishes and equipment.",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4497577,20-00406-RNVS,RNVS,review,73,Plan Review Correspondence.pdf,Structural renovation to a commercial building. Scope includes 687 second story addition as plans. NO PLUMBING,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4464120,20-01898-RNVS,RNVS,review,73,DR058-20 plans for final review and approval.pdf,Substantial rehab of 16 story multi-family residential structure with 202 dwelling units as per plans. ***TCO AS PER SFM 09-06-22----good till 12-20--22,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4605443,20-02283-RNVS,RNVS,review,73,PLANS.pdf,Structural Renovation,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4720115,20-21014-RNVS,RNVS,review,73,801 Patterson - R.O.W. Trees Plan.pdf,"Converting interior to apartments and retail space: Framing, electrical, plumbing, HVAC, flooring, painting Extend permit 90 days till 4-27-23 90 Days Temporary Occupancy to clear up swm items---sfm ok Final Occupancy Issued 3-22-2023",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4503371,20-26132-RNVS,RNVS,review,73,4842 Tchoupitoulas_Security and Operational Plan.pdf,"Renovation & Change of Use to convert a vacant 1-story office to a restaurant. Work includes structural interior work as well as building a new exterior porch and ADA entrance. Permit extended until March 22, 2022",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4852192,20-48400-RNVS,RNVS,review,73,3521 S. Liberty Revised Plan for City of NOLA 21021.pdf,Structural renovation of an existing warehouse to add a camelback addition which will feature one 3 bedroom residential unit.,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
4987643,21-09180-RNVS,RNVS,review,73,Life Safety Plan.pdf,Interior Renovation of an existing building (1928 gross SQFT) to create new Oﬃce space,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
5896437,22-13816-RNVS,RNVS,review,73,Restaurant Operation Plan.pdf,Renovation of Existing Structure for new restaurant,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
6095006,23-10731-RNVS,RNVS,review,73,Dorothy Walter Approval Drawing Rev. A - signed.pdf,Concrete pad to install commercial Platform Lift upon.,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
6161803,23-11083-RNVS,RNVS,review,73,23_05_22 SAHS Wellness Center_100% CDs_Planting Plans for Approval.pdf,"RENOVATION AND MODERNIZATION OF AN EXISTING 29,783 SF HIGH SCHOOL GYMNASIUM WITH 2 NEW MEZZANINE ADDITIONS TOTALING 3,977 SF. THE RENOVATION IS TO INCLUDE MODIFICATION OF EXISTING SPACES AND PROGRAMMING, NEW PLUMBING FIXTURES AND RESTROOM LAYOUTS, NEW FINISHES, NEW GYMNASIUM EQUIPMENT, REPLACEMENT OF EXISITNG EXTERIOR OPENINGS, EXTERIOR FACADE CLAEANING AND REPAIRS, SITE LANDSCAPING AND WATER MANAGEMENT.",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
8486556,24-10568-RNVS,RNVS,review,73,Plan Review Form 2025 - Fire Prevention District_Filled_Approved.pdf,"Interior and exterior renovations; new electrical, new plumbing and new hvac. structural and non structural renovations to existing building including roofing, walls, windows, doors, siding, stucco, brick pointing. Addition of 2 stories on 1012 Marais. **RDO allows for office use** August 2024 BBSA exemption of BFE requirements",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
8091232,25-02683-RNVS,RNVS,review,73,535 Franklin Operations Plan (1).pdf,Structural interior renovation on the 2nd floor of EXISTING 2 story 4565 sq ft restaurant.,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
8073496,25-07348-RNVS,RNVS,review,73,1600 Frenchmen Street - Impact Plan.pdf,Renovation of two-story building for a social club/lodge use,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
8350828,25-14312-RNVS,RNVS,review,73,4110 - E2 POWER PLAN - 03167.pdf,"Front End remodel and revise checkout area; install a security enclosure door ***Permit Extended 180 Day period unil November 18, 2026***",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
8719025,25-18803-RNVS,RNVS,review,73,325 Andrew Higgins_Structural Plans.pdf,Renovation of existing storage warehouse into wine bar as per plans. Project includes addition of small rooftop seating area on the existing 1st story roof. ** Per CPC CU approved drawings**,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
8315256,25-19810-RNVS,RNVS,review,73,2123 General Meyer (Construction Drawings).pdf,Complete Renovation - Child Daycare Center *FINAL INSPECTION* FEMA EC BFE +6.1 NAVD,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
8409225,25-20753-RNVN,RNVN,review,73,3033 S. Carrollton Recorded Plans.pdf,"Ideal Market Chain proposes an interior renovation of the existing grocery store located at 3033 South Carrollton Ave, previously occupied by Save-A-Lot. The scope of work includes a complete interior remodel designed to align with Ideal Market’s current design standards. Improvements consist of new interior finishes, updated interior paint, revised layout of sales area, upgraded and new equipment, and installation of new shelving and fixtures. No exterior alterations are proposed at this time. Exterior Signage will be under a separate permit.",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
8481105,25-26384-RNVS,RNVS,review,73,Construction Plans Bath Body Works 500 Port of New Orleans Place Suite 142_Part1 (RCC).pdf,Remodel of an existing retail tenant space in the Outlet Collection at Riverwalk for a new Bath & Body Works store,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
8675403,25-30892-RNVS,RNVS,review,73,Swing Hub Operation Plan (2) (1).pdf,"Ancillary use of a standard restaurant inside an indoor amusement facility -- Amusement facility renovation under permit 25-13755-RNVS. Kitchen and bar repair ONLY. No exterior work and no work outside of the kitchen and bar, Temporary Certificate of Occupancy Issued on 6-4-26 for 90 Days",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
8615422,25-32334-RNVS,RNVS,review,73,Hilton Pool Infill Drawings.pdf,The building is an existing 18-story hotel plus basement. The project consists of infill of existing indoor swimming pool and hot tub located in the basement to provide a a level floor surface. Hot tub walls to be removed and floor infill constructed per drawings. No other work/exterior work under this permit.,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
8872918,26-02747-RNVN,RNVN,review,73,Tchoupitoulas Tap Room Expansion Drawings.pdf,"Renovation of a portion of an existing warehouse, previously used as a retail space, into expanded seating for existing brewery, producing fewer than 12,500 barrels per year.",generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
8963225,26-06375-RNVS,RNVS,review,73,APPROVAL Fire Prevention Plan Review Form (003).pdf,2nd story addition to existing Maple Small Animal Clinic.,generic drawings/plans in relevant permit scope | relevant permit scope | renovation permit
