doc_id,permit_num,code,score,tags,name,description,reasons
5114358,20-48257-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,1008 Dauphine - VCC and RCC Stamped.pdf,"Interior and Exterior Renovations and Refurbishment of a 3-stry, 3947sqft, six-unit apartment building. All work to be done as per plans. Permit extended to 3-24-2024",filename signal: approved_plans
5080489,21-06472-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,1929 Louisiana - RCC Stamped.pdf,Renovation of an existing boarding house into a bed and breakfast that sleeps 15 people. All work to be done as per plans.,filename signal: approved_plans
5281487,21-13308-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,632 St Peter - RCC Stamped.pdf,"RENOVATION OF EXISTING BUILDINGS TO ALLOW FOR EXPANSION OF EXISTING DINING ROOM. REMOVAL OF EXISTING FILLED IN ARCHWAY. HARDWARE, FURNISHINGS, FLOORING, PLUMBING, ELECTRICAL, MECHANICAL, ROOFING, AND PAINTING. ALL WORK TO BE DONE AS PER PLANS DATED 12/9/21. No exterior work under this permit. Any exterior work requires the approval of both the VCC and PRC.",filename signal: approved_plans
5948600,21-30568-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,924 Ursulines - RCC Stamped.pdf,This application is for the complete renovation of a two story Creole Cottage with complying with VCC Design Guidelines. All work to be done as per plans. Permit Reissued on 9-15-23 with Increase in Construction Costs,filename signal: approved_plans
5645580,22-22320-RNVS,RNVS,122,commercial_use;permit_cd_set;plans_scope,1620_2022_PERMIT_SET_71522.pdf,Conversion of a historic three story office into a 24 bedroom boutique hotel. All work to be done as per plans. **FINAL INSPECTION** NEED FEMA ELEVATION CERTIFICATE BFE +5.2 NAVD **Openings on the Property Line Require Fire Protection Approved By the CBO*,filename signal: permit_cd_set
6153157,22-31283-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,327 Bourbon - RCC Stamped.pdf,"temporary interior shoring, 4th floor of main structure to support metal roof while mansard slate roof is being replaced. Rotten joists to be replaced to match existing where needed with in roof structure, new underlayment and slate in be installed throughout property to match existing slate color. All work to be done as per plans. No use or occupancy under this permit.",filename signal: approved_plans
6046278,23-01467-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,726-728 Barracks - RCC Stamped.pdf,Repointing of masonry walls of both buildings; infill of gable vent at main building; renovation of stair at rear of main building at 726; installation of tie rods/plates near ridge on both sides of main building; replacement of copper cap flashing at main building; repointing of chimney at rear building; replacement of a few slate roofing tiles at rear building. All work to be done as per plans.,filename signal: approved_plans
6060281,23-04405-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,6311 St Claude - RCC Stamped.pdf,"Renovation of existing vacant building to contain 4 art studios. Work to consist of rebuyilding front wall, reconfiguring front overhang, adding 4 toilet rooms, plumbing, new electrical and HVAC. All work to be done as per plans.",filename signal: approved_plans
7928580,23-09275-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,627 Esplanade - RCC Stamped.pdf,"INTERIOR RENOVATIONS AND ADDITION OF NEW HVAC AND MECHANICAL EQUIPMENT, UPPER FLOORS TO BE RENOVATED INCLUDING NEW HVAC, ELECTRICAL AND MECHANICAL WORK. EXTERIOR REPAIRS WHERE NECCESARY WITHOUT ARCHITECTURAL CHANGES TO STREET FACING FACADE. RENOVATION OF EXTERIOR STAIR IN CONNECTING 627 AND 633 IN COURTYARD. NEW EXTERIOR COURTYARD FINISH AND REMOVAL OF EXISTING POOL. REPAIR EXISTING COURTYARD FACING BALCONIES WHERE NECCESARY. ALL WORK TO BE DONE AS PER PLANS.",filename signal: approved_plans
7722869,23-23828-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,2002 Esplanade Ave - RCC Stamped.pdf,INTERIOR RENOVATION OF RESIDENTIAL UNIT ON 2ND FLOOR OF A TWO STORY MIXED USE BUILDING. ALL WORK TO BE DONE AS PER PLANS.,filename signal: approved_plans
6625879,23-26982-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,600 Decatur - 5th floor - VCC and RCC stamped.pdf,Replacement of windows and terrace doors on 5th floor of existing 5 floor building. Replacement of inner-wall insulation and gyp board sheathing on interior side of exterior walls on 5th floor of existing 5 floor building. All work to be done as per plans.,filename signal: approved_plans
7525080,23-29864-NEWC,NEWC,122,approved_plans;interior_scope;plans_scope,1845 Ag SP RCC STAMPED (1).pdf,"NEW CONSTRUCTION OF A CATERING KITCHEN AT 1845 AGRICULTURE STREET. F-1 OCCUPANCY WITH NEW FOUNDATION, FRAMING, INTERIOR AND EXTERIOR FINISHES THROUGHOUT. NEW MECHANICAL, ELECTRICAL AND PLUMBING THROUGHOUT. LANDSCAPING BY OTHERS. ALL WORK TO BE DONE AS PER PLANS.",filename signal: approved_plans
6620800,24-02823-RNVS,RNVS,122,commercial_use;permit_cd_set;plans_scope,04 843 CAMP_MECH PERMIT SET 012624.pdf,"CONVERT 3-STORY STRUCTURE TO A 57 ROOM BOUTIQUE HOTEL INCLUDING THE ADDITION OF 2 STORIES. Final structure will be 27,560sf and 5 stories. All work to be done as per plans. Pool is under 24-03271-POOL and was not reviewed under this permit.",filename signal: permit_cd_set
8633600,24-03994-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,HDLC Approved_241111_2318B_1808 Prytania_PermitSet REDUCED SP RCC STAMPED (1).pdf,Structural renovation of a multifamily structure. Elimination of a non-original addition and addition of new porch as per plans. ***Certificate of Occupancy will be withheld pending verification the resubdivison has been recorded. PARTIAL PHASED RELEASE ISSUED 8-6-2025 FOR THE BALCONIES AND ENVELOPE REPAIRS C of O to be withheld until resubdivsion is finalized,filename signal: approved_plans
7356737,24-04078-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,823 Decatur - VCC and RCC Stamped.pdf,PERMIT REQUEST TO CORRECT EXTERIOR VIOLATIONS CITED BY THE VCC AND TO REMOVE INTERIOR MASONRY WALL AND REPLACE WITH STEEL COLUMNS AND BEAMS INCLUDING NEW FOUNDATION. ALL WORK TO BE DONE AS PER PLANS. NO USE OR OCCUPANCY UNDER THIS PERMIT.,filename signal: approved_plans
8090373,24-24910-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,2275 Sanctuary Dr - RCC Stamped.pdf,Renovation of a 2-story Historic former military warehouse structure to become a multi-family apartment building as per plans. **FINAL INSPECTION** NEED FEMA EC SHOWING FLOOR AT LEAST +8.7 NAVD,filename signal: approved_plans
8570051,25-02768-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,533 Royal - VCC and RCC Stamped.pdf,"SUBSTANTIAL HISTORIC RENOVATION OF EXISTING FULLY SPRINKLERED 3-STORY BRICK MASONRY AND WOOD MUSEUM (CULTURAL FACILITY). NO CHANGE OF USE IS PROPOSED. THE CAMPUS IS COMPRISED OF SEVERAL BUILDINGS THAT HAVE BEEN ACQUIRED OVER TIME THAT ARE INTERCONNECTED. 2 AREAS OF NEW CONSTRUCTION WILL SLIGHTLY EXPAND INTO EXISTING NON-PERMEABLE COURTYARDS AND INCREASE THE OVERALL GROSS SQUARE FOOTAGE. STORMWATER WILL BE RETAINED IN UNDERGROUND TANKS WITHIN 2 COURTYARDS. THE SCOPE OF WORK INCLUDES SEVERAL NEW ELEVATORS AND REGRADING OF THE SITE TO MAKE THE CAMPUS ADA ACCESSIBLE. STRUCTURAL STABILIZATION WILL BE PERFORMED THROUGHOUT ALL BUILDINGS. THE CAMPUS WILL RECEIVE NEW MECHANICAL, ELECTRICAL, SPRINKLER, FIRE ALARM, STORMWATER, AND PLUMBING SYSTEMS. THE PROPERTIES WERE RESUBDIVIDED INTO ONE LOT OF RECORD AND CONSIDERED ONE BUILDING BY CODE. ALL WORK TO BE DONE AS PER PLANS.",filename signal: approved_plans
8694143,25-03633-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,101 Morgan - RCC Stamped.pdf,"Alteration of existing ferry terminal building, ferry approach and surrounding site. Overhead canopy for weather protection to be added to existing ferry approach bridge. A second floor, elevator and stair will be added to the existing ferry terminal building. Surrounding site, including the public right-of-way, will be renovated to create a new plaza area with new stairs and accessible sloped walks to the terminal building. All work to be done as per plans. *FINAL INSPECTION* FEMA EC BFE +20.32 NAVD",filename signal: approved_plans
8059840,25-05484-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,813 Ursulines - RCC Stamped.pdf,Install elevator in private residence. Interior work only. No roof penetrations. To be built as per plans.,filename signal: approved_plans
8367819,25-18812-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,1833 Jena - RCC Stamped.pdf,De-racking the building from the interior and installing a steel frame to spread the load. Work to be done as per plans.,filename signal: approved_plans
8809719,25-32483-RNVS,RNVS,122,approved_plans;interior_scope;plans_scope,401 N Carrollton - RCC Stamped.pdf,Building was previously a Winn-Dixie store. The proposed renovations will convert the location into an ALDI grocery store. Remodel is primarily interior with only cosmetic facade changes to the exterior. No site work or changes in building footprint are being proposed. All work to be done as per plans.,filename signal: approved_plans
4442842,20-27286-RNVS,RNVS,120,architectural,20023_CDs-PermitSet-Arch-1_20200504_1of3.pdf,"INSTALL NEW GENERATOR FOR IT SERVER ROOM ON ROOF, INCLUDING ADDITIONAL SUPPORT STRUCTURE, CONDENSING UNIT MODIFICATION AND CIRCUITRY FOR POWER PANELS SERVING IT SERVER ROOM.",filename signal: architectural
4686625,20-45133-RNVS,RNVS,120,interior_scope;permit_cd_set,924 S.Carrollton - PERMIT_SET 10.30.20.pdf,This application is for the renovation of an existing three family dwelling. Proposed renovation will maintain 3 dwelling units. There is no increase to the existing footprint. Please see drawing s for further information.,filename signal: permit_cd_set
5691910,22-24937-RNVS,RNVS,120,commercial_use;floor_layout;interior_scope,floor plan sketch (unannotated).pdf,Renovation of multiple office spaces.,filename signal: floor_layout
5965509,23-03318-RNVS,RNVS,120,architectural,522 Montegut Street - ARC Package - 2023.02.03.pdf,Penthouse addition to an existing 4 story multi-family building,filename signal: architectural
6087644,23-10186-RNVS,RNVS,120,interior_scope;permit_cd_set,604 Baronne Mech Permit Set 04-14-23.pdf,"Renovation of a historic structure into a mixed use, business and apartment building.",filename signal: permit_cd_set
6768397,24-06887-RNVS,RNVS,120,interior_scope;permit_cd_set,24.03.08 NLC Reno IFP 01 General.pdf,Interior Renovation to second floor of building and mechanical system upgrades. First Floor to receive cosmetic updates and new serving station.,filename signal: permit_cd_set
7789924,24-13705-RNVS,RNVS,120,interior_scope;permit_cd_set,241126_Opelousas_CD_Set_sm-1of2.pdf,Renovation of a historic structure into a white box space on the first floor and a single residential unit on the second floor. There is a new construction attached garage.,filename signal: permit_cd_set
7377106,24-20373-RNVS,RNVS,120,interior_scope;permit_cd_set,AA2110_Tulane Tri Delta Lodge_Construction Documents Bid Set_240418.pdf,Renovation of an existing building use to adjust layout and connect both floors *FINAL INSPECTION* FEMA Elevation Certificate BFE +3.96 NAVD,filename signal: permit_cd_set
8032049,25-10036-NEWC,NEWC,120,interior_scope;permit_cd_set,2118-01_Temporary Classrooms Building_Good Shepherd School_Construction Documents_20250114_Volume 1.pdf,The move of the modular building was done under Permit #21-25670-TOVR and the permit was issued (see attached). In 2022 to an application for a renovation permit (Ref Code:P0RPHN) was filed for the building but the property owner (not GSS) didn’t have the funds to complete the work. Renovation permit (ref code: 1Y5NNR) was submitted in January but was denied because Jay considers the work to be new construction because the building was moved from one location to another. We are filing for a new construction permit to renovate the building and ensure building code life safety compliance for future use at its current location.,filename signal: permit_cd_set
8340403,25-20753-RNVN,RNVN,120,interior_scope;permit_cd_set,Ideal Market_3033 S Carrollton Ave_Permit Set_Issue 1_7-8-2025.pdf,"Ideal Market Chain proposes an interior renovation of the existing grocery store located at 3033 South Carrollton Ave, previously occupied by Save-A-Lot. The scope of work includes a complete interior remodel designed to align with Ideal Market’s current design standards. Improvements consist of new interior finishes, updated interior paint, revised layout of sales area, upgraded and new equipment, and installation of new shelving and fixtures. No exterior alterations are proposed at this time. Exterior Signage will be under a separate permit.",filename signal: permit_cd_set
8753421,25-37968-RNVS,RNVS,120,interior_scope;permit_cd_set,6048 Perrier Unit 3K Permit Set (RCC).pdf,Interior renovation to an existing condo unit in an existing multi-family residential structure. Minor exterior painting.,filename signal: permit_cd_set
8865868,26-02841-RNVN,RNVN,120,interior_scope;permit_cd_set,2521_26_0128_Mercato Piccolo_Permit Set (RCC).pdf,BUILD OUT OF EXISTING MERCANTILE TENANT SPACE IN HISTORIC MIXED NON-SEPARATED OCCUPANCY BUILDING. * Market *,filename signal: permit_cd_set
4018053,19-01081-RNVS,RNVS,117,commercial_use;drawing_set;interior_scope;plans_scope,4301 St. Charles_Construction Drawings.pdf,Renovation and addition to existing school building per plans.,filename signal: drawing_set
1809668,14-06082-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,Approved stamped plans for construction.pdf,"New construction of a 6,980 s.f. building as per plans (B.W. Cooper Management Office) and Ord 26169 MCS.",filename signal: approved_plans
1416353,14-22422-NEWC,NEWC,112,admin;architectural;commercial_use;plans_scope,Arch't. Response Letter.PDF,Installation of two (2) modular buildings (A&B) and foundations for additional classrooms at existing school (Kipp Believe College Prep Ronald McNair School Building) as per plans.,filename signal: architectural | junk words present but overridden by strong plan signal
2212256,15-03182-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,Approved plans for construction.pdf,Erect 29035 sq ft modular office use as per plans. Permit is extended for 6 months 03/04/2018,filename signal: approved_plans
1726038,15-04747-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,Approved plans for construction 15-04747.pdf,Construct office building for proposed used auto sales as per plans.,filename signal: approved_plans
3070133,15-23611-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,approved plans for construction.pdf,New construction of a 3-stry office building as per plans. 118 w harrison suite 201 and suite 301 and house meter,filename signal: approved_plans
2362105,16-17098-NEWC,NEWC,112,architectural;commercial_use;plans_scope;site_struct,Combined Site and Arch't. and Structural.pdf,Construct 3 story office and storage building as per plans: ground floor contains storage and lobby space; Floors 2 and 3 contain white box spaces to be built out by future office tenants.,filename signal: architectural | junk words present but overridden by strong plan signal
2906866,17-21767-NEWC,NEWC,112,architectural;commercial_use;plans_scope;site_struct,Combined Arch and Struct 21767 2.pdf,"Construct 3 story, 8-unit multi-family building with ground floor commercial as per plans.",filename signal: architectural | junk words present but overridden by strong plan signal
4243086,19-26290-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,6701 Curran - RCC Stamped.pdf,New outdoor classroom and garden area as per plans.,filename signal: approved_plans
4496509,20-24171-RNVS,RNVS,112,approved_plans;commercial_use;plans_scope,102 St Charles - HDLC and RCC Stamped.pdf,"Conversion of existing 43,785sf, 3-stry+ penthouse space to boutique hotel with dwelling units as per plans separate address from retail for hotel, moved to 104 St Charles Ave EAllison 07/30/2020",filename signal: approved_plans
5017054,20-41384-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,1613 Baronne - RCC Stamped.pdf,"New construction of a 3-story 8372sqft mixed-use structure. Commercial suite at ground floor front, community use common room at ground floor rear, and (2) Commercial Short Term Rental Units and (1) Long Term Dwelling unit at upper floors. All work to be done as per plans.",filename signal: approved_plans
5694267,21-20243-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,1426 Baronne - RCC Stamped.pdf,"The project consists of a new 3 story, 6382sq ft hotel building. The new hotel will include 3 units @ 1 unit per floor. All work is to be done as per plans stamped 8/19/22. *Pool will require future permit, not reviewed under this permit.",filename signal: approved_plans
5633725,22-07357-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,1036 Broadway - RCC Stamped.pdf,"NEW CONSTRUCTION OF A 1STRY, 2,822 SQFT OFFICE BUILDING FOR THE TULANE UNIVERSITY POLICE DEPARTMENT, SITE WORK TO INCLUDE NEW RAMPS, PARKING SURFACES, WALKWAYS, AND LANDSCAPING. ALL WORK TO BE DONE AS PER PLANS. Temporary Occupancy Issued on 8-10-23 for 90 Days to get DPW Inspecitons Completed.",filename signal: approved_plans
5710332,22-12463-RNVS,RNVS,112,approved_plans;commercial_use;plans_scope,1430 Tulane - RCC Stamped.pdf,ENERGY IMPROVEMENTS TULANE DOWNTOWN - SCHOOL OF MEDICINE. All work to be done as per plans.,filename signal: approved_plans
8190739,22-19390-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,1021 Felicity - RCC Stamped.pdf,"The new construction of a 3-story, 15,000 sq ft, 9-unit Multi-Family project with a ground floor commercial space(s), including covered ground floor surface parking. All work to be done as per plans. NO RESIDENTIAL PERMITTED ON GROUND FLOOR, ONLY COMMERCIAL ON GROUND FLOOR AS PER DFP CERT POOL NOT REVIEWED OR APPROVED UNDER THIS PERMIT. Requires separate POOL permit. **FINAL INSPECTION** NEED FEMA DRY FLOOD-PROOFING CERTIFICATE SHOWING THE STRUCTURE IS DRY FLOOD-PROOFED TO AT LEAST 4FT ABOVE THE CURB(+7.99 NAVD)",filename signal: approved_plans
7737169,22-27204-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,1104 Clouet 22-27204 SP RCC STAMPED.pdf,Construction of a new commercial restaurant structure on the property. BFE +4.19 NAVD (Requirement for all New construction is 3ft above the curb). Separate use from existing non-conforming\ bar. All work to be done as per plans. ***NO USE OR OCCUPANCY BECAUSE NO DHH APPROVAL***,filename signal: approved_plans
5947697,23-00378-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,1901 Leon C Simon Bldg C - RCC Stamped.pdf,"The project is a new construction of a K-8 Educational Facility on University of New Orleans' campus. The submission is for the Student Dining/Commons building that is 1 story and approximately 10,500 SF and located behind the 3 story academic building (reviewed under permit # 22-28721). New parking on the west side of property for the new school facility and new parking on the north side will be exclusively for UNO. Existing parking on the east will be modified as necessary. The project includes all new electrical, mechanical, plumbing, fire protection, kitchen equipment, and security. All work to be done as per plans. Stormwater management is under 22-28721-NEWC TEMPORARY CERTIFICATE OF OCCUPANCY ISSUED 6-25-24 FOR 90 DAYS - CLOSEOUT OF DESIGN REVIEW AND STORMWATER MANAGEMENT FINAL C/O ISSUED ON 8/13/24",filename signal: approved_plans
6245437,23-07246-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,1713 Erato - RCC Stamped.pdf,"New construction of a 4 story, 39,136sf hotel as per plans.",filename signal: approved_plans
8735285,24-03919-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,1241 N Rampart - Design Review APPROVAL - Stamped Plans 6.9.25.pdf,New construction of a 2 story 9900 sq. ft. hotel with four suites. All work to be done as per plans. Pool is required to have a separate pool permit.,filename signal: approved_plans
8286107,24-19673-RNVS,RNVS,112,approved_plans;commercial_use;plans_scope,1550 N Broad - HDLC and RCC Stamped.pdf,"1,378 SF addition to existing Law Office. To be built as per plans.",filename signal: approved_plans
8182783,24-37443-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,3401 Erato St - RCC Stamped.pdf,"New construction of at 3-story, 104,715sf apartment building. BW Cooper Senior is an affordable housing apartment building for seniors (all independent living). There are 103 one-bedroom apartments plus amenities including a community room, equipped laundry rooms, mail room, private fenced courtyard with walking paths and seating, bike parking, and EV charging stations. There is an existing building on site that was the original affordable housing and we are preserving, renovating, and making it the new leasing office. All work to be done as per plans. Affordable Housing Development",filename signal: approved_plans
8752211,25-09943-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,730 Fern - RCC Stamped.pdf,"NEW CONSTRUCTION OF A 3-STORY 6912SQFT MIXED-USE BUILDING ON A VACANT LOT. NEW SITE WORK, SIDEWALKS, LANDSCAPING; NEW FIRE SUPPRESSION, MECHANICAL, ELECTRICAL, AND PLUMBING SYSTEMS. ALL WORK TO BE DONE AS PER PLANS. **3-UNIT SMFA, COMMERCIAL**",filename signal: approved_plans
8752190,25-10003-NEWC,NEWC,112,approved_plans;commercial_use;plans_scope,7904 Maple - RCC Stamped.pdf,"NEW CONSTRUCTION OF 3-STORY, 6912 SQFT MIXED-USE BUILDING ON VACANT LOT. NEW SITE WORK, SIDEWALKS, LANDSCAPING; NEW FIRE SUPPRESSION, MECHANICAL, ELECTRICAL, AND PLUMBING SYSTEMS. ALL WORK TO BE DONE AS PER PLANS. **4-UNIT SMFA, COMMERCIAL** STORMWATER REVIEW ON PERMIT 25-09943 NEWC",filename signal: approved_plans
8742527,25-25839-RNVS,RNVS,112,approved_plans;commercial_use;plans_scope,4104 Tchoupitoulas - RCC Stamped.pdf,Renovations to existing office building into a new reception facility. All work to be done as per plans.,filename signal: approved_plans
2076252,15-32813-NEWC,NEWC,110,commercial_use;permit_cd_set,construction Documents plans.pdf,Erect a pre-engineered covered pavilion on High School campus,filename signal: permit_cd_set
4154314,19-10464-RNVS,RNVS,110,approved_plans;interior_scope,634 Orange - RCC Stamped.pdf,Renovation of an existing warehouse into 2 white box spaces with a common lobby. The project will include landscape and the addition of a concrete porch of the existing building.,filename signal: approved_plans
4636494,19-11679-RNVS,RNVS,110,approved_plans;interior_scope,3494 Esplanade - RCC Stamped.pdf,"Renovation of facade of existing building. No interior work, no site work, no change in use or occupancy.",filename signal: approved_plans
4035735,19-17953-RNVS,RNVS,110,approved_plans;interior_scope,522 Chartres - VCC and RCC Stamped.pdf,"Renovation/reconstruction of a portion of masonry wall, which borders a parking lot. The project is being uploaded for review and currently being bid on. The selected contractor will include the contract, and final contract price. the price included today (06-04-19) is only an estimate.",filename signal: approved_plans
4203480,19-25201-RNVS,RNVS,110,approved_plans;interior_scope,937 Barracks - VCC and RCC Stamped.pdf,"Remove existing roofing material, Replace interior ridge beam, per attached materials stamped VCC approved 09/17/19. Repair and/or replace underlayment as necessary, Install new natural slate (grey/green), using copper nails, Install new copper drip edge, Install/repair half round copper gutters and flashing Remove existing roof over front gallery and install new standing-seam copper roof. Install/reinstall ceramic or concrete V-style or terra cotta ridge tiles. Replace broken tiles as needed, to match existing. Metal cap-flashing on the parapets or chimneys is not allowed. Paint wooden trim and dormers to match existing, as needed. Note: Trash chutes are required for removal of debris from all roofs All work must conform to standard VCC policies & guidelines Permit does not allow for cap flashing on parapets, chimneys or surrounding walls Torch-applied roofing is not permitted in the Vieux Carré. All repair/replacement work shall match existing in color, size, material, detail, profile and exposure. NOTE: No HVAC platform or rooftop installation approved as part of this permit.",filename signal: approved_plans
4825749,20-21965-RNVS,RNVS,110,approved_plans;interior_scope,Stamped Plans_Signed.pdf,825 sq ft addition to an existing admin. building demolition of external offices. Renovation to include new exterior employee door and stairs for warehouse access.,filename signal: approved_plans
4583349,20-27965-RNVS,RNVS,110,approved_plans;interior_scope,1614 Esplanade - HDLC and RCC Stamped.pdf,"Elevate 2950 sq ft structure approximately 36"" from existing height. STRUCTURAL/SHORING WORK ONLY. White box build-out under 19-28328. No use/occupancy under this permit.",filename signal: approved_plans
4698391,20-46129-RNVS,RNVS,110,commercial_use;permit_cd_set,IMC2820-MECH CD SET_(101220).pdf,This project consists of the conversion of an existing unoccupied building into 4 new short term rental units with a commercial space below.,filename signal: permit_cd_set
5041359,20-50455-RNVS,RNVS,110,approved_plans;interior_scope,937 Dumaine - VCC and RCC Stamped.pdf,"Renovation of an existing residential 8 unit building into 6 units. Improvements include new MEP throughout, fire separations, and renovations to interior spaces. The majority of exterior work will be to repair / replace in kind. 12-29-2022 Temporary Certificate of Occupancy issued for 60 days",filename signal: approved_plans
5673606,22-01086-NEWC,NEWC,110,approved_plans;interior_scope,945 Magazine 22-01086 SP RCC HDLC (RCC stamped).pdf,"Removal of existing paving and planting on the interior of lot of the NWWII Museum. New site drainage, paving, fence/gate, benches and planters. Stormwater Management Improvements are also included.",filename signal: approved_plans
5637966,22-07406-RNVS,RNVS,110,approved_plans;interior_scope,533 St Maurice - HDLC and RCC Stamped with notes.pdf,"Follow-up work previously performed under permit number #19-12445-HDLC. See attached drawings indicating the proposed exterior renovation scope of work including the following. Repair/Replace existing windows to match size, shape, and profile. Repair/Replace doors to match size and shape. Any new doors and windows will be submitted for HDLC review. Install front wrap-around awing to match historic as well as a small addition to the rear of the existing structure (approx. 5'-8"" x 26'-8""). NO USE OR OCCUPANCY UNDER THIS PERMIT, EXTERIOR WORK ONLY. Fence limited to 7' in height. Extend 180 days to June 20, 2024. Permit extended (1) 180 days periods until December 26, 2024 Permit extended (2) 180 day periods until December 26, 2025 Permit extended (2) 180 day periods to January 1, 2027 Carimi Construction and Development LLC is the contractor as of January 6, 2026",filename signal: approved_plans
5558675,22-16910-RNVS,RNVS,110,architectural;interior_scope;site_struct,220607-Area E Restrooms - 01 Arch Struct Dwgs.pdf,Interior renovation to provide restrooms in an existing casino.,filename signal: architectural | junk words present but overridden by strong plan signal
5687523,22-24634-RNVS,RNVS,110,architectural;interior_scope;trade,17-0038 - ARCH MEP.pdf,Interior remodel to existing McDonald's,filename signal: architectural | junk words present but overridden by strong plan signal
5813365,22-32358-RNVS,RNVS,110,approved_plans;interior_scope,NOBTS Student Center Canopy Renovation CD_102522 (RCC stamped).pdf,"The Canopy Renovation Project at the Baptist Seminary, Student Center is an exterior project with the following scope: 1) Renovate the façade of the existing South & West brick canopies. 2) Construct metal canopy between existing canopies 3) Install brick pavers under New and South canopy.",filename signal: approved_plans
6200500,23-09548-RNVS,RNVS,110,approved_plans;interior_scope,945 Magazine_HDLC Approved_6.22.23 (RCC stamped).pdf,Renovation to La Pavilion to modify the existing curtainwall entry and add an entry plaza with canopy.,filename signal: approved_plans
6170932,23-13587-NEWC,NEWC,110,commercial_use;permit_cd_set,20-2108 Construction Documents Combined 2023.05.01_Part1.pdf,Construction of a new office/warehouse building for the City of New Orleans Department of SanitationFacility per pllans.,filename signal: permit_cd_set
7466817,23-17882-RNVS,RNVS,110,approved_plans;interior_scope,M1.00-PIPING_073124 (RCC stamped).pdf,"The Phase III work includes renovations to the interior spaces of the existing historic structure to accommodate a modern place of worship. Included are modifications to interior partitions, vertical access, security and audio-visual-lighting systems, complete electrical distribution, complete mechanical and plumbing systems, wall, floor and ceiling finishes. *FINAL INSPECTION* BBSA waiver granted December 19, 2024: flood panels to be installed at doorwells; M&E to be raised; flood damage-resistant materials to be used.",filename signal: approved_plans
6557216,23-24593-RNVS,RNVS,110,approved_plans;interior_scope,515 Toulouse - RCC Stamped.pdf,Filing for interior work at 515/519 Toulouse Street. Repoint bricks and strap to reinforce wall (work already done and structurally sound per engineers report attached). Also we are filing for shoring work needed (please see engineers report and plans). All work to be done as per engineer's report and drawings.,filename signal: approved_plans
