doc_id,permit_num,already_downloaded,name,votes,agents,reasons
5923761,22-31107-RNVS,False,300 Gravier - RCC Stamped.pdf,2,a;b,a: RCC stamped package is likely the approved plan set for the interior renovation. || b: RCC-stamped package is likely the approved plan set for the interior renovation.
6301295,23-21190-RNVS,False,Pages from 23_0803 - Issue for Permit - Volume 1.pdf,2,a;b,a: Issue for Permit Volume 1 is a strong architectural plan-set candidate. || b: Issue-for-permit volume 1 likely contains architectural/floor-plan sheets.
6301296,23-21190-RNVS,False,Pages from 23_0803 - Issue for Permit - Volume 2.pdf,2,a;b,a: Issue for Permit Volume 2 is part of the split plan set. || b: Issue-for-permit volume 2 is the companion plan volume for the renovation.
6547319,23-34011-RNVS,False,2601 Dauphine_CD Vol 1.pdf,2,a;b,a: CD Volume 1 is a strong architectural plan-set candidate. || b: Construction document volume 1 likely contains architectural/floor-plan sheets.
6547320,23-34011-RNVS,False,2601 Dauphine_CD Vol 2.pdf,2,a;b,a: CD Volume 2 is part of the split plan set. || b: Construction document volume 2 is the companion plan volume for the renovation/addition.
6808672,24-08753-RNVN,False,400 Lafy Permit Set_Vol 1.pdf,2,a;b,a: Permit Set Volume 1 is a strong plan-set candidate for the office fit-out. || b: Permit set volume 1 for office tenant fit-out likely contains architectural/floor-plan sheets.
6808673,24-08753-RNVN,False,400 Lafy Permit Set_Vol 2.pdf,2,a;b,a: Permit Set Volume 2 is part of the split plan set for the office fit-out. || b: Permit set volume 2 is the companion plan volume for the tenant fit-out.
7443726,24-08753-RNVN,False,HDLC &amp; PRC Approved__400 Lafayette Street Drawings__Combined SP RCC.pdf,2,a;b,a: Approved combined RCC drawings are likely the final stamped plan package. || b: Stamped approved combined drawings may contain the final approved floor-plan sheets.
7902341,25-02492-RNVN,False,25.02.11_Crunch - New Orleans LA (Westbank Plaza)_Delta 1 Permit Plans (1 of 2) - RCC.pdf,2,a;b,a: Delta 1 RCC permit plans part 1 are a strong current architectural/interior plan-set candidate. || b: Delta 1 RCC permit plans part 1 for the fitness tenant improvement.
7902344,25-02492-RNVN,False,25.02.11_Crunch - New Orleans LA (Westbank Plaza)_Delta 1 Permit Plans (2 of 2) - RCC.pdf,2,a;b,a: Delta 1 RCC permit plans part 2 are part of the current split plan set. || b: Delta 1 RCC permit plans part 2 for the fitness tenant improvement.
8179329,25-03039-RNVN,False,2511 Jena - Permit Set 1.23.25 (RCC).pdf,2,a;b,a: RCC permit set is the primary architectural plan-set candidate. || b: RCC permit set for restaurant renovation likely contains floor plans and architectural sheets.
8179330,25-03039-RNVN,False,2511 Jena - SHEET A3_REVISED 5.5.25 (RCC).pdf,2,a;b,a: Revised architectural sheet A3 likely contains updated restaurant plan details. || b: Revised RCC architectural sheet A3 may update the plan set.
8200233,25-16244-RNVN,False,Z_2700 General De Gaulle Dr PERMIT SET 05-27-24 (RCC).pdf,2,a;b,a: RCC permit set is a strong architectural/floor-plan candidate for the suite subdivision. || b: RCC permit set likely contains the suite layout and architectural floor plans.
8348101,25-21013-RNVN,False,250710-04 Architectural.pdf,2,a;b,a: Architectural set is a strong floor-plan candidate for the hotel interior renovation. || b: Architectural package likely contains floor plans for the multi-level renovation.
8348102,25-21013-RNVN,False,250710-05 Interior Design.pdf,2,a;b,"a: Interior Design set is a strong finish-plan and finish-schedule candidate. || b: Interior Design package likely contains finish plans, schedules, and interior layouts."
8366876,25-03039-RNVN,False,El Cafecito Cubano - Sheet A2 REV. Construction Set 6.5.25 (RCC).pdf,2,a;b,a: Revised construction set sheet A2 likely contains updated architectural plan information. || b: Revised construction set sheet A2 may update the architectural plan set.
8498058,25-27145-RNVS,False,2025.09.08_202503_5342 St.Charles_Innovation Lab_CD100 Shrunk.pdf,2,a;b,a: Construction document set for the innovation lab likely contains floor plans and finish information. || b: Construction document set for the innovation lab/classroom renovation likely contains floor plans and finish sheets.
8746123,23-34011-RNVS,False,HDLC Approved__2601 Dauphine Street Final RCC__Combined.pdf,2,a;b,a: Final RCC combined drawings are likely the stamped approved plan package. || b: Final RCC combined package likely contains the approved architectural plan set.
8889555,26-03759-RNVS,False,2026_0205_AA2526_3100 Banks First Floor Units_SDs Revised.pdf,2,a;b,a: Revised first-floor units schematic design likely contains unit layout and floor plans. || b: Revised first-floor unit SD package likely contains floor layouts for the conversion.
8927282,25-39860-RNVS,False,2404 Simon Bolivar-final.pdf,2,a;b,a: Final drawing package likely contains plans for the restaurant/apartment renovation. || b: Final drawing package likely contains floor plans for the mixed-use renovation.
8950097,26-06136-RNVN,False,OBMC NMP Survivorship Expansion_Arch_2026 0227 (RCC).pdf,2,a;b,a: RCC architectural set is a strong floor-plan/interior plan candidate. || b: Architectural RCC package for clinic renovation likely contains floor plans and room layouts.
871000,13-28119-NEWC,False,6262 Pontchartrain Blvd A and B and C.pdf,2,a;b,a: Address and unit PDF for new mixed-use construction likely contains architectural floor plans. || b: Address and unit A/B/C PDF is likely the architectural plan set for the mixed-use building.
4488134,19-37598-RNVS,False,610-616 Baronne - Combined Set.pdf,2,a;b,a: Combined set for major renovation likely contains architectural floor plans. || b: Combined set is likely the full architectural drawing package with floor plans.
5480819,21-35659-RNVS,False,approved Touro Napoleon Imaging_PERMIT DRAWINGS.pdf,2,a;b,a: Approved permit drawings for a large interior renovation likely include architectural floor plans. || b: Approved permit drawings for the interior renovation likely contain floor plans.
5888617,22-03626-RNVS,False,ARC 221209_1578MAGAZINE.pdf,2,a;b,a: ARC/address PDF for tenant improvement likely contains architectural plan sheets. || b: ARC-labeled address PDF is likely an architectural drawing set for the tenant improvement.
8707223,25-12293-RNVN,False,"2025.11.19 - 240 Royal VCC APPROVED CoU, millwork (RCC).pdf",2,a;b,a: VCC-approved change-of-use and millwork RCC PDF likely includes interior plan or millwork sheets. || b: VCC-approved change-of-use and millwork RCC PDF likely includes architectural/interior sheets.
8905136,25-38521-RNVS,False,260211 - 4041 Magazine - Revised Sheets.pdf,2,a;b,a: Revised sheets likely contain updated architectural plan content not covered by the base downloaded set. || b: Revised sheets likely contain updated architectural plan pages.
9093060,25-37680-RNVS,False,2026.04.13_202510_610 Frenchmen Street_CD100-compressed.pdf,2,a;b,a: CD100 construction document PDF is likely the architectural plan set for the renovation. || b: CD100 construction-document PDF is likely the main architectural drawing package.
1063205,12COM-00404,False,12com-00404 Stamped Plans.pdf,2,a;b,a: Stamped plans for a new restaurant likely contain architectural floor plans. || b: Stamped plans likely contain architectural drawings and floor plans.
1317305,14-09738-NEWC,False,14-09738-NEWC stamped and approved plans.pdf,2,a;b,a: Stamped and approved plans are a strong architectural plan-set candidate. || b: Stamped and approved plans are the best complete plan-set candidate.
3841957,19-03633-NEWC,False,1320 Magazine - RCC Stamped.pdf,2,a;b,a: RCC stamped PDF for an interior retail build-out is likely an approved architectural plan set. || b: RCC-stamped PDF for the suite build-out is the likely architectural/interior plan set.
4623600,20-01153-RNVS,False,200914_CHNO B9_Interior Scope.pdf,2,a;b,a: Interior Scope is directly relevant to interior/finish labeling. || b: Interior Scope is directly relevant to interior/finish plan labeling.
4719103,20-01153-RNVS,False,16027 CHNOLA B9 _Drawings Permit Set SP.pdf,2,a;b,a: Drawings permit set is a strong candidate for architectural floor plans. || b: Drawings Permit Set SP is likely a complete stamped plan set for Bldg 9.
5668032,22-23422-RNVS,False,2022.0725_02211_920 Poeyfarre_RENO - 100 CD.pdf,2,a;b,a: RENO - 100 CD appears to be a construction-document set likely containing floor plans and finish information. || b: RENO 100 CD PDF is likely a construction document set with floor plans and finish information.
7688118,24-33876-RNVN,False,2024 1101 VCC NOLA IFP ARCH 1 - A000-AS001 (RCC stamped).pdf,2,a;b,a: ARCH 1 is part of the stamped architectural set for an interior retail alteration. || b: RCC-stamped ARCH part 1 is part of the architectural set.
7688120,24-33876-RNVN,False,2024 1101 VCC NOLA IFP ARCH 2 - AS002-AS003 (RCC stamped).pdf,2,a;b,a: ARCH 2 is part of the stamped architectural set for an interior retail alteration. || b: RCC-stamped ARCH part 2 is part of the architectural set.
7688122,24-33876-RNVN,False,2024 1101 VCC NOLA IFP ARCH 3 - A001-A324 (RCC stamped).pdf,2,a;b,a: ARCH 3 includes A001-A324 sheets and likely contains floor plans and finish-related sheets. || b: RCC-stamped ARCH part 3 spans A001-A324 and likely contains floor plans/interior sheets.
7688138,24-33876-RNVN,False,2024 1101 VCC NOLA IFP ARCH 4 - A400-A700 (RCC stamped).pdf,2,a;b,a: ARCH 4 includes A400-A700 sheets and may contain interior elevations/schedules/details. || b: RCC-stamped ARCH part 4 spans A400-A700 and may contain details/schedules relevant to finishes.
